Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Nährer;Dreifaltigkeitsstrasse 18;7000;Eisenstadt;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Oberhauser;Herrengasse 28;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 43612;weinbau.oberhauser@gmx.at;ÖWM-Betriebssuche
Ochs;Rosenberggasse 20;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 1 3657865680;weingut-ochs@aon.at;ÖWM-Betriebssuche
Ohr;Ruster Strasse 51;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 62460;info@hotelohr.at;ÖWM-Betriebssuche
Oleander Heuriger;Flugplatzstrasse 7;7061;Trausdorf an der Wulka;AT;Burgenland;Leithaberg;+43 2682 62153;oleander@vienna.at;ÖWM-Betriebssuche
Oleanderhof-Kroyer;Hauptstrasse 28;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8413;wohnen@oleanderhof-kroyer.at;ÖWM-Betriebssuche
Opitz;Grabengasse 37;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2095;;ÖWM-Betriebssuche
Opitz Michael;Quergasse 17;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 664 73574683;office@wein-opitz.at;ÖWM-Betriebssuche
Willi Opitz Illmitz;St.Bartholomäusgasse 18;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2084;winery@willi-opitz.at;ÖWM-Betriebssuche
Szemes Illa und Oscar;Weinhoferplatz 7;7423;Pinkafeld;AT;Burgenland;Südburgenland;+43 664 5107002;office@szemes.at;ÖWM-Betriebssuche
Osterseher;Neue Gasse 20;7071;Rust;AT;Burgenland;Ruster Ausbruch;;;ÖWM-Betriebssuche
PMC Münzenrieder;Triftgasse 31;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 26700;office@weingut-pmc.at;ÖWM-Betriebssuche
Pachinger;Brunnengasse 45;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 660 5540171;weingut.pachinger@gmx.at;ÖWM-Betriebssuche
Pairits;Weingartenstraße 41;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 699 11454156;;ÖWM-Betriebssuche
Paldan;Zickhöhe 24;7142;Illmitz;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Palkovich;Burggasse 4a;7061;Trausdorf an der Wulka;AT;Burgenland;Leithaberg;;w.palko@gmx.at;ÖWM-Betriebssuche
Palkowitsch;Obere Hauptstrasse 71;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3218;weingut-palkowitsch@aon.at;ÖWM-Betriebssuche
Panta Rhei;Weingartenstraße 37;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 664 4344190;office@schwarz-weine.at;ÖWM-Betriebssuche
Paradeis;Gänsgasse 16;2421;Kittsee;AT;Burgenland;Neusiedlersee;+43 2143 2050;;ÖWM-Betriebssuche
Pasler (Untere Hauptstrasse);Untere Hauptstrasse 30;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 7385;office@franzpasler.at;ÖWM-Betriebssuche
Pasler (Untere Hauptstraße);Untere Hauptstraße 29;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 7385;michael.pasler@franzpasler.at;ÖWM-Betriebssuche
Pasler-Bäck Georg;Untere Hauptstraße 53;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8232;office@pasler-baeck.at;ÖWM-Betriebssuche
Pavitsich;Wiener Strasse 33;7052;Müllendorf;AT;Burgenland;Leithaberg;+43 2682 72954;pavitsich@gmx.net;ÖWM-Betriebssuche
Payer (Kirchengasse);Kirchengasse 82;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 2834;;ÖWM-Betriebssuche
Payer (Sportplatzgasse);Sportplatzgasse 17;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 24091;office@weingut-payer.at;ÖWM-Betriebssuche
Payer (Marktstrasse);Marktstrasse 17;7152;Pamhagen;AT;Burgenland;Neusiedlersee;+43 2174 2124;;ÖWM-Betriebssuche
Peck;Hauptgasse 17/2;7163;Andau;AT;Burgenland;Neusiedlersee;+43 699 12335240;peck.franz@gmx.at;ÖWM-Betriebssuche
Manuela Peck;Weingartengasse 1a;7163;Andau;AT;Burgenland;Neusiedlersee;+43 680 1165030;geraldpeck@gmx.at;ÖWM-Betriebssuche
Peer;Hubert-Zumpf- Gasse 3;7400;Oberwart;AT;Burgenland;Südburgenland;+43 3352 31252;;ÖWM-Betriebssuche
Peischler;Dorfstraße 35;7474;Hannersdorf;AT;Burgenland;Südburgenland;+43 3365 2580;;ÖWM-Betriebssuche
Pension Ulrike;Pfarrhofsteg 2;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8655;;ÖWM-Betriebssuche
Pepek;Grenzlandstraße 32;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2563;;ÖWM-Betriebssuche
Perl;Fabriksg.1;7503;Großpetersdorf;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Peterhof;Neustiftgasse 22;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8400;peterhof@aon.at;ÖWM-Betriebssuche
Peto;Haupstraße 35;7064;Oslip;AT;Burgenland;Leithaberg;+43 2684 26352;;ÖWM-Betriebssuche
Petzl - Tschida;Zickhöhe 46;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2984;;ÖWM-Betriebssuche
Pfeffer;Nr.70;7473;Burg;AT;Burgenland;Südburgenland;;pfeffer.reinhard@gmx.at;ÖWM-Betriebssuche
Pfeiffer (Hauptstrasse);Hauptstrasse 44;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8278;;ÖWM-Betriebssuche
Pfeiffer (Heiligenbrunn);Heiligenbrunn 9;7522;Strem;AT;Burgenland;Südburgenland;+43 3324 246;;ÖWM-Betriebssuche
Pfeller;Hauptstrasse 21;7092;Winden am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Lisa Pfneisl;Karrnergasse 30-32;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80048;wein@weingut-pfneisl.at;ÖWM-Betriebssuche
Pillinger;Neustiftgasse 50;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Pinetz;Haydngasse 32-34;7132;Frauenkirchen;AT;Burgenland;Neusiedlersee;+43 2172 2534;weingut@pinetz.com;ÖWM-Betriebssuche
Pingitzer (Zickhöhe);Zickhöhe 16;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2086;;ÖWM-Betriebssuche
Pingitzer (Apetlonerstrasse);Apetlonerstrasse 11;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2122;;ÖWM-Betriebssuche
Pinter;Deutsch Schützen 80;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2246;;ÖWM-Betriebssuche
Piribauer;Hauptstrasse 71;7201;Neudörfl;AT;Burgenland;Rosalia;+43 2622 77291;office@piribauer.net;ÖWM-Betriebssuche
Pittnauer (Obere Hauptstrasse 3);Obere Hauptstrasse 3;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2287;;ÖWM-Betriebssuche
Pittnauer (Obere Hauptstrasse 86);Obere Hauptstrasse 86;7122;Gols;AT;Burgenland;Neusiedlersee;+43 699 11782638;info@weingut-pittnauer.at;ÖWM-Betriebssuche
Erich & Birgit Pittnauer;Alte Satz 24;7122;Gols;AT;Burgenland;Neusiedlersee;+43 664 3905377;info@pittnauerwein.at;ÖWM-Betriebssuche
Pittnauer Gerald, Adele & Barbara;Zeile 15;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3381;info@wein-pittnauer.at;ÖWM-Betriebssuche
Pittnauer Gerhard und Brigitte;Neubaugasse 90;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3407;weingut@pittnauer.com;ÖWM-Betriebssuche
Pitzer;Reitschulgasse 12;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 2172 8235;pitzerg@aon.at;ÖWM-Betriebssuche
Pitzl (Neubaugasse);Neubaugasse 7;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 3786;weinbaupitzl@bnet.at;ÖWM-Betriebssuche
Pitzl (Frauenkirchnerstrasse);Frauenkirchnerstrasse 6;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2101;;ÖWM-Betriebssuche
Pluschkovits;Schulgasse 11;2443;Leithaprodersdorf;AT;Burgenland;Neusiedlersee;+43 664 5304127;weingut@pluschkovits.at;ÖWM-Betriebssuche
Polczer;Gartengasse 20;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 664 8117586;weingut@polczer.at;ÖWM-Betriebssuche
Poller;Höll 43;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 664 5151926;helmut@weingut-poller.at;ÖWM-Betriebssuche
Posch (Untere Bahnstrasse);Untere Bahnstrasse 17;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5203;;ÖWM-Betriebssuche
Posch (Moschendorf);Moschendorf 59;7540;Krottendorf;AT;Burgenland;Südburgenland;+43 3324 541;;ÖWM-Betriebssuche
Prangl;Nr.180;7473;Hannersdorf;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Praunseis;Sebastianstrasse 44;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7162;;ÖWM-Betriebssuche
Preiner;Erzherzog- Friedrich-Strasse 26;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 2172 8588;;ÖWM-Betriebssuche
Preiner Wein GmbH;Sportplatzgasse 21;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 699 19202966;office@preinerwein.at;ÖWM-Betriebssuche
Preisinger;Untere Hauptstrasse 127;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2641;;ÖWM-Betriebssuche
Claus Preisinger;Goldbergstraße 60;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2592;wein@clauspreisinger.at;ÖWM-Betriebssuche
Georg Preisinger;Neubaugasse 26;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2256;wein@georgpreisinger.at;ÖWM-Betriebssuche
Preisinger Helmut & Gabriele;Neubaugasse 19;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2362;office@weingut-preisinger.at;ÖWM-Betriebssuche
Preschitz;Kalvarienbergstraße 29;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 660 2795437;willkommen@preschitz.at;ÖWM-Betriebssuche
Pressl;Obere Bahngasse 15;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Pretterebner;Weinberggasse 10;7011;Siegendorf;AT;Burgenland;Leithaberg;+43 2687 42310;weinbau@pretterebner.com;ÖWM-Betriebssuche
Prickler;Birkenhain 1;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 2615 87742;rotweingut@prickler.at;ÖWM-Betriebssuche
Pridt Herbert;Marktgasse 5;7122;Gols;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Pridt-Sengl;Untere Hauptstrasse 27;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2245;office@sengl-pridt.at;ÖWM-Betriebssuche
Prieler;Hauptstrasse 181;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2229;weingut@prieler.at;ÖWM-Betriebssuche
Probszt (Neugasse);Neugasse 24;7321;Raiding;AT;Burgenland;Mittelburgenland;;;ÖWM-Betriebssuche
Probszt (Mariengasse);Mariengasse 13a;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 43334;;ÖWM-Betriebssuche
Projekt Wildtyp;Hauptstraße 14;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 676 5506022;projektwildtyp@gmail.com;ÖWM-Betriebssuche
Prommer;Hauptstrasse 32;7092;Winden am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Putz;Eichengasse 9;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 699 11865736;stadlheuriger.putz@gmail.com;ÖWM-Betriebssuche
Pöckl;Zwergäcker 1;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80258;info@poeckl.com;ÖWM-Betriebssuche
Qualitätsweinbau Fuhrmann;Neustift 9;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7129;;ÖWM-Betriebssuche
Rabold Dietmar & Liane;Dorfstraße 17;7474;Hannersdorf;AT;Burgenland;Südburgenland;;weinbau.rabold@eisenberg.at;ÖWM-Betriebssuche
Racz;Annagasse 3;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 42310;;ÖWM-Betriebssuche
Radlerkeller Haider;Angergasse 34;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3472;;ÖWM-Betriebssuche
Rainhof;Friedhofgasse 67;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7677;;ÖWM-Betriebssuche
Rainprecht Christian;Hauptstrasse 32;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7222;weingut@rainprecht.at;ÖWM-Betriebssuche
Rapp;Angergasse 37;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Rath;Kellerring 6e;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 57754;;ÖWM-Betriebssuche
Ratz;Conradplatz 14;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 6412;;ÖWM-Betriebssuche
Rauchbauer (Kellerberg);Kellerberg 6;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 64829;bibi.rauchbauer@aon.at;ÖWM-Betriebssuche
Rauchbauer (Kirchenplatz);Kirchenplatz 29;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68709;info@weingut-rauchbauer.at;ÖWM-Betriebssuche
Rausch;Josef Haydng.16;7093;Jois;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Rauschnittweine;Oberer Hauptstraße 30;7122;Gols;AT;Burgenland;Neusiedlersee;+43 680 3175808;rauschnittweine@gmail.com;ÖWM-Betriebssuche
Rebhof Sommer;Kirchengasse 4;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 660 2116557;office@wein-sommer.at;ÖWM-Betriebssuche
Hannes Reeh GmbH;Augasse 11A;7163;Andau;AT;Burgenland;Neusiedlersee;+43 2176 27011;wein@hannesreeh.at;ÖWM-Betriebssuche
Reichardt;Johannesstrasse 28;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8163;office@weingut-reichardt.at;ÖWM-Betriebssuche
Reichow;Strandgasse 9;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Reimann;Eisenstädter Strasse 36;7011;Siegendorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Reinfeld;Hauptstrasse 36 a;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80307;mail@weinbaureinfeld.at;ÖWM-Betriebssuche
Reinfeld Martin;Hauptstraße 19;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 699 11506264;office@martinreinfeld.at;ÖWM-Betriebssuche
Reinprecht;Triftsteig 9;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Reinprecht Gerti & Hans;Hauptstrasse 20;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7650;office@weinbau-reinprecht.at;ÖWM-Betriebssuche
Remushof Jagschitz;Untere Lerchengasse 15;7064;Oslip;AT;Burgenland;Leithaberg;+43 664 4328320;jagschitz@remushof.at;ÖWM-Betriebssuche
Rendl;Feldgasse 15;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Renner & rennersistas;Obere Hauptstrasse 97;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2259;office@rennerundsistas.at;ÖWM-Betriebssuche
Rennhofer;Am Naturpark 16;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 664 6542518;weingut@rennhofer.cc;ÖWM-Betriebssuche
Grenzlandhof Familie Reumann;Friedlbrunngasse 1;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89847;mail@grenzlandhof-reumann.at;ÖWM-Betriebssuche
Reumann Josef u. Maria;Neubaugasse 39;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 664 1213285;info@weingut-reumann.at;ÖWM-Betriebssuche
Reunion Wein;Apetlonerstraße 37;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3377;office@kracherfinewine.at;ÖWM-Betriebssuche
Richter;Josef-Haydn-Gasse 13;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8328;urlaub@winzerhof-richter.at;ÖWM-Betriebssuche
Riedenhof Kadlec;Untere Hauptstraße 34;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 664 1031306;k.kadlec@aon.at;ÖWM-Betriebssuche
Rieger;Nr.85;7463;Weiden bei Rechnitz;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Riepl;Schulgasse 4;7122;Gols;AT;Burgenland;Neusiedlersee;+43 676 9066323;office@weingut-riepl.at;ÖWM-Betriebssuche
Ringbauer;Frauenkirchnerstrasse 18;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Ringhofer;Ödenburgerstrasse 10;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 61413;harald.pairits@gmx.at;ÖWM-Betriebssuche
Ringhofer-Pairits;Raiffeisenplatz 3;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 699 11454156;office@winzerei.at;ÖWM-Betriebssuche
Ritter;Hauptstrasse 15;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8339;;ÖWM-Betriebssuche
Rittsteuer (Hauptplatz);Hauptplatz 18;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 664 2238136;office@weingut-rittsteuer.at;ÖWM-Betriebssuche
Rittsteuer (Feldgasse);Feldgasse 1;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 2449;;ÖWM-Betriebssuche
Robitza;Rosengasse 4;7064;Oslip;AT;Burgenland;Leithaberg;+43 699 12338540;office@robitza-wein.at;ÖWM-Betriebssuche
Rohrer;Hauptstrasse 21;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 2615 81204;;ÖWM-Betriebssuche
Familie Rohrer;Hauptstrasse 92;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 650 8122384;info@rohrerwein.at;ÖWM-Betriebssuche
Roll;Seestrasse 12;7161;Sankt Andrä am Zicksee;AT;Burgenland;Neusiedlersee;+43 2176 2327;;ÖWM-Betriebssuche
Rommer;Neubaugasse 20;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3129;office@weingut-rommer.at;ÖWM-Betriebssuche
Rosenhof;Florianigasse 1;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2232;illmitz@rosenhof.cc;ÖWM-Betriebssuche
Roth;Obere Hauptstrasse 43;2423;Deutsch Jahrndorf;AT;Burgenland;Neusiedlersee;+43 650 8536633;office@rothwein.at;ÖWM-Betriebssuche
RotweinHof Amminger;Günser Straße 8;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42212;info@rotweinhof.at;ÖWM-Betriebssuche
Rudolf Klein „Wein aus der Hölle“;Hölle 1;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 699 19568137;rudi@hoelle1.com;ÖWM-Betriebssuche
Rupprecht (Wienerstrasse);Wienerstrasse 5 und 7;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80761;;ÖWM-Betriebssuche
Rupprecht (Wiener Strasse);Wiener Strasse 1;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80314;;ÖWM-Betriebssuche
Ruttrich;Josefistrasse 40;7132;Frauenkirchen;AT;Burgenland;Neusiedlersee;+43 2172 3433;;ÖWM-Betriebssuche
Römerstein;Seegasse 18;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2771;info@waltschekweine.at;ÖWM-Betriebssuche
Rüssel-Maikis;Neubaugasse 12;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 2936;;ÖWM-Betriebssuche
SCHUHMANNS WEINHOF;Altenberg 1;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2594;wein@schuhmannsweinhof.at;ÖWM-Betriebssuche
Sailer;Untere Hauptstrasse 8;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3893;;ÖWM-Betriebssuche
Salzer;Obere Kellergasse 101;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Salzl (Angergasse);Angergasse 22 Salzl;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2140;info@salzlwein.at;ÖWM-Betriebssuche
Salzl (Angergasse 7);Angergasse 7;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3106;;ÖWM-Betriebssuche
Salzl Seewinkelhof;Zwischen den Reben 1;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 24342;weingut@salzl.at;ÖWM-Betriebssuche
Sammer (Prangerstraße);Prangerstraße 45;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 2836;;ÖWM-Betriebssuche
Sammer (Grabenstrasse);Grabenstrasse 55;7540;Güssing;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Sammer (Spitalgasse);Spitalgasse 30;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 2040;;ÖWM-Betriebssuche
Samwald;Lindengasse 9;7051;Großhöflein;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Sandhofer (Am Anger);Am Anger 12;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 699 15007550;weingut@hubertsandhofer.com;ÖWM-Betriebssuche
Sandhofer (Kellergasse);Kellergasse 6;7083;Purbach am Neusiedler See See;AT;Burgenland;Leithaberg;+43 2683 5502;weingut@sandhofer.net;ÖWM-Betriebssuche
Sattler (Untere Hauptstraße);Untere Hauptstraße 166;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 2773;;ÖWM-Betriebssuche
Sattler (Obere Hauptstrasse);Obere Hauptstrasse 10;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 699 11658571;erichsattler@gmx.at;ÖWM-Betriebssuche
Sattler (Klausenberg);Klausenberg;7093;Jois;AT;Burgenland;Leithaberg;+43 676 5426866;info@sattler-seeblick.at;ÖWM-Betriebssuche
Sattler (Hauptgasse);Hauptgasse 24;7163;Andau;AT;Burgenland;Neusiedlersee;+43 2176 2243;;ÖWM-Betriebssuche
Schaller vom See;Frauenkirchnerstrasse 20;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 650 2177225;wein@schallervomsee.at;ÖWM-Betriebssuche
Schandl (Pielgasse);Pielgasse 18;7025;Pöttelsdorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Schandl (Haydngasse);Haydngasse 3;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 265;info@schandlwein.com;ÖWM-Betriebssuche
Schandl's Weingut;Kellerweg 15;7025;Pöttelsdorf;AT;Burgenland;Leithaberg;+43 2626 5200;weingut@schandls.at;ÖWM-Betriebssuche
Scharaditsch;Sportplatzstraße 9;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2331;;ÖWM-Betriebssuche
Schautz;Hauptstrasse 35;7011;Siegendorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Scheiblhofer - The Wine;Halbturnerstrasse 1a;7163;Andau;AT;Burgenland;Neusiedlersee;+43 2176 2610;office@scheiblhofer.at;ÖWM-Betriebssuche
Scheibstock;Hauptstraße 43;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 2216;;ÖWM-Betriebssuche
Scheidl-Landauer;Sebastianstrasse 68;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7297;;ÖWM-Betriebssuche
Scheller;Lindengasse 5;7072;Mörbisch am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Schemitz;Hauptstrasse 66;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8506;info@schemitz.at;ÖWM-Betriebssuche
Scheuhammer;Stefanniegasse 32;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Schiefer pur.bach & cie;Welgersdorf 3;7503;Großpetersdorf;AT;Burgenland;Südburgenland;+43 664 5219047;schiefer.pur.bach@gmail.com;ÖWM-Betriebssuche
Schiefer.pur;Angerstraße 14;7503;Welgersdorf;AT;Burgenland;Südburgenland;+43 664 5219047;office@weinbau-schiefer.at;ÖWM-Betriebssuche
Schimetich;Neugasse 25;7013;Klingenbach;AT;Burgenland;Leithaberg;+43 2687 2388;;ÖWM-Betriebssuche
Schindler (Neubaugasse);Neubaugasse 2;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8424;;ÖWM-Betriebssuche
Schindler (Rusterstrasse);Rusterstrasse 16;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8318;info@weinhof-schindler.at;ÖWM-Betriebssuche
Schindler (Weinbergstrasse);Weinbergstrasse 21a;7064;Oslip;AT;Burgenland;Leithaberg;+43 2684 2265;;ÖWM-Betriebssuche
Schindler Franz;Neustiftgasse 6;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8326;office@weingut-schindler.at;ÖWM-Betriebssuche
Schindler Harald;Kinogasse 9;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8389;wein@winzerhof-schindler.at;ÖWM-Betriebssuche
Schiwampl;Kirchengasse 1;7091;Breitenbrunn;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Schlaffer;Deutsch Schützen 230;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2466;b.schlaffer@deutsch-schuetzen-eisenberg.bgld.gv.at;ÖWM-Betriebssuche
Schlögl (Aussiedlergasse);Aussiedlergasse 13;7372;Draßmarkt;AT;Burgenland;Mittelburgenland;+43 2617 2250;;ÖWM-Betriebssuche
Schlögl (Hauptstraße);Hauptstraße 31;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 660 3435777;weingut@pension-schloegl.at;ÖWM-Betriebssuche
Schlögl Johannes;Breitengasse 12;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 2615 81330;info@advinum.at;ÖWM-Betriebssuche
Schmelzer (Hauptplatz);Hauptplatz 23;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2375;;ÖWM-Betriebssuche
Schmelzer (Feldgasse);Feldgasse 12;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2486;;ÖWM-Betriebssuche
Schmelzer Horst u. Georg;Neubaugasse 29;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3490;info@wein-schmelzer.at;ÖWM-Betriebssuche
Schmelzer's Weingut;Heideweg 3;7122;Gols;AT;Burgenland;Neusiedlersee;+43 699 11188309;wein@schmelzer.at;ÖWM-Betriebssuche
