Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Berndl;Höllgasse 1;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2992;;ÖWM-Betriebssuche
Bernhard;Laimgrubgasse 158;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2564;office@bernhard-wachau.at;ÖWM-Betriebssuche
Bernhard Leitgeb;;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;;b.leitgeb@gmx.at;ÖWM-Betriebssuche
Bernhard Plos;Weinbergstrasse 7;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 699 19520892;info@plosweinbergstrasse.at;ÖWM-Betriebssuche
Bernreiter;Satzer Kellergasse 7;2020;Hollabrunn;AT;Niederösterreich;Weinviertel;+43 2952 20828;lukas.bernreiter@aon.at;ÖWM-Betriebssuche
Berthiller;Ottenthal 14;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2325;;ÖWM-Betriebssuche
Berthold (Hauptstraße);Hauptstraße 174;2214;Auersthal;AT;Niederösterreich;Weinviertel;;leopoldberthold@aon.at;ÖWM-Betriebssuche
Berthold (Mühlgasse);Mühlgasse 20;2225;Loidesthal;AT;Niederösterreich;Weinviertel;+43 664 2619160;winzerhofberthold@hotmail.com;ÖWM-Betriebssuche
Beyer (Birnzeile);Birnzeile 24;3714;Roseldorf;AT;Niederösterreich;Weinviertel;+43 676 6457118;office@weingutbeyer.at;ÖWM-Betriebssuche
Beyer (Watzelsdorf);Watzelsdorf 111;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2841;office@beyer-wein.at;ÖWM-Betriebssuche
Beyer Matthias;Hauptplatz 5;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 680 1168661;info@beyerwein.at;ÖWM-Betriebssuche
Bichler (Hafnerstrasse);Hafnerstrasse 10;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 76921;;ÖWM-Betriebssuche
Bichler (Hauptstrasse);Hauptstrasse 1;3434;Tulbing;AT;Niederösterreich;Wagram;+43 2273 7258;j-bichler@gmx.at;ÖWM-Betriebssuche
Bichler Matthias;Dorfstraße 65;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 680 2001441;;ÖWM-Betriebssuche
Biegler;Wiener Straße 14-18;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62196;weingut.biegler@kabsi.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Bieglmayer;Mittergrabern 39;2020;Hollabrunn;AT;Niederösterreich;Weinviertel;+43 676 6703358;office@weingut-bieglmayer.at;ÖWM-Betriebssuche
Bierleitgeb;Bürgthalstraße 14;2215;Matzen-Raggendorf;AT;Niederösterreich;Weinviertel;+43 2289 2457;heinrich.bierleitgeb@aon.at;ÖWM-Betriebssuche
Binder;Hauptstraße 6;2262;Stillfried;AT;Niederösterreich;Weinviertel;+43 2283 22592033;binder-weine@gmx.at;ÖWM-Betriebssuche
Binder Florian;Wartberg 13;3730;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 676 4019501;florian_binder@gmx.at;ÖWM-Betriebssuche
Binder Gabriele;25;3720;Parisdorf;AT;Niederösterreich;Weinviertel;+43 2958 82461;;ÖWM-Betriebssuche
Bio-Musterweingut Josef Loimer;Rudolfstraße 35;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2313;info@loimerwein.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Bio-Weingut Gössinger;Wiener Straße 23;2211;Pillichsdorf;AT;Niederösterreich;Weinviertel;+43 680 3058163;info@goessingerwein.at;ÖWM-Betriebssuche
Bio-Weingut Schwarz;Kleine Zeile 8 | Große Zeile 36;2172;Schrattenberg;AT;Niederösterreich;Weinviertel;+43 2555 2544;office@schwarzwines.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Biohof Stich;Hauptstraße 32;2203;Manhartsbrunn;AT;Niederösterreich;Weinviertel;+43 664 5881603;info@biohof-stich.at;ÖWM-Betriebssuche
Biowein Lenhart;St.Urbanstraße 11;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 650 2050002;office@biowein-lenhart.at;ÖWM-Betriebssuche
Bioweinbau Familie Graf;Sommerseite 21;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 2907;info@weinbaugraf.at;ÖWM-Betriebssuche
Bioweingut Oppenauer;Hindenburgstraße 37;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 1971452;bio@weingut-oppenauer.at;ÖWM-Betriebssuche
Biribauer;Minichhofen 23;3720;Ravelsbach;AT;Niederösterreich;Weinviertel;+43 676 9137710;biribauer@aon.at;ÖWM-Betriebssuche
Birsak (Bäckergasse);Bäckergasse 5;2273;Hohenau an der March;AT;Niederösterreich;Weinviertel;+43 699 17101401;office@wein-birsak.at;ÖWM-Betriebssuche
Birsak (Granitz);Granitz 5;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 664 3981482;info@weinbau-birsak.at;ÖWM-Betriebssuche
Bisamberger Weinstadl;Hauptstrasse 42;2102;Bisamberg;AT;Niederösterreich;Weinviertel;+43 2262 62701;;ÖWM-Betriebssuche
Bischof;Klein Weikersdorf 112;2023;Nappersdorf-Kammersdorf;AT;Niederösterreich;Weinviertel;+43 677 62936328;office@weingut-bischof.at;ÖWM-Betriebssuche
Blaha Martin;Im Winkl 7;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 664 4464679;office@weingut-blaha.at;ÖWM-Betriebssuche
Blaim;Frauenberg 1;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 83163;;ÖWM-Betriebssuche
Blank;Bauernstrasse 24;2514;Traiskirchen;AT;Niederösterreich;Thermenregion;+43 2252 54122;;ÖWM-Betriebssuche
Blauensteiner (Mitterstockstall);Mitterstockstall 26;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2573;blauensteinerfranz1980@gmail.com;ÖWM-Betriebssuche
Blauensteiner (Obere Zeile);Obere Zeile 12;3482;Gösing am Wagram;AT;Niederösterreich;Wagram;+43 664 9233096;weingut@blauensteiner.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Blauensteiner (Ottenthal);Ottenthal 61;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2048;info@hofblauensteiner.at;ÖWM-Betriebssuche
Blutaumüller;Klosterhof 4a;3552;Lengenfeld;AT;Niederösterreich;Kremstal;+43 2719 8752;weingut.blutaumueller@gmail.com;ÖWM-Betriebssuche
Bock;Hauptstrasse 25;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 89732;;ÖWM-Betriebssuche
Bodansky;Watzelsdorf 36;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Bodansky Cornelia;Winterseite 11;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 20765;erwin.bodansky@aon.at;ÖWM-Betriebssuche
Bogner (Hauptstraße);Hauptstraße 66;3441;Baumgarten am Tullnerfeld;AT;Niederösterreich;Wagram;+43 676 3464256;berndi.grassl@yahoo.com;ÖWM-Betriebssuche
Bogner (Obere Hauptstrasse);Obere Hauptstrasse 24;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 84460;office@winzerhof-bogner.at;ÖWM-Betriebssuche
Bohrn Weingut - Gästezimmer;Hauptstrasse 65;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 4803600;office@weingut-bohrn.at;ÖWM-Betriebssuche
Bracher;Marstal 7;3620;Spitz;AT;Niederösterreich;Wachau;;;ÖWM-Betriebssuche
Brachmann;Geymüllergasse 4;3133;Traismauer;AT;Niederösterreich;Traisental;+43 664 73708904;office@weingutbrachmann.at;ÖWM-Betriebssuche
Brand;Straning 56;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7271;johann.brand@aon.at;ÖWM-Betriebssuche
Brandl (Lauserkellergasse);Lauserkellergasse 1;3561;Zöbing;AT;Niederösterreich;Kamptal;+43 2734 2635;office@weingut-brandl.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Brandl (Ob. Hauptstrasse);Ob. Hauptstrasse 33;2472;Prellenkirchen;AT;Niederösterreich;Carnuntum;+43 2145 2645;;ÖWM-Betriebssuche
Brandl (Obere Hauptstrasse);Obere Hauptstrasse 21;2472;Prellenkirchen;AT;Niederösterreich;Carnuntum;+43 2145 2026;;ÖWM-Betriebssuche
Brandl (Oberort);Oberort 1;2014;Kleedorf;AT;Niederösterreich;Weinviertel;+43 664 9191344;info@weinbau-brandl.at;ÖWM-Betriebssuche
Brandl Christoph;Radlbrunn 40a;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 664 3785303;info@weinhof-brandl.at;ÖWM-Betriebssuche
Brandl Thomas;Marktplatz 74;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 664 4819191;brandlweingut@gmail.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Brandl-Oswald;Puch 28;2014;Breitenwaida;AT;Niederösterreich;Weinviertel;+43 2954 2052;winzerhof-brandl-oswald@gmx.at;ÖWM-Betriebssuche
Brandner;Rossatz 186;3602;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 660 6909592;g.mayer@brandner.at;ÖWM-Betriebssuche
Brandstetter;Holsteingasse 2;3704;Großwetzdorf;AT;Niederösterreich;Weinviertel;+43 664 5020665;;ÖWM-Betriebssuche
Brandstätter Karl;Hofmühlgasse 12;2020;Kleinstelzendorf;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Braun (Gartenring);Gartenring 5;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 312;;ÖWM-Betriebssuche
Braun (Hauptstraße);Hauptstraße 86;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 676 6966311;office@braun.wine;ÖWM-Betriebssuche
Braun (Nr.);Nr. 166;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 8667;erwin.braun@aon.at;ÖWM-Betriebssuche
Braun (Talstrasse);Talstrasse 148;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 36011;weinbau-braun@gmx.at;ÖWM-Betriebssuche
Braunschweig;Brunnkirchen 8;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2739 2243;;ÖWM-Betriebssuche
Breitenfelder Harald;Kleinriedenthal Weinstraße 5;2070;Retz;AT;Niederösterreich;Weinviertel;+43 676 3959112;office@weingut-breitenfelder.at;ÖWM-Betriebssuche
Brenner (Langstrasse);Langstrasse 1;2244;Spannberg;AT;Niederösterreich;Weinviertel;+43 2538 8972;gertraudbrenner@gmx.at;ÖWM-Betriebssuche
Brenner (Obere Ortsstraße);Obere Ortsstraße 17- 19;3142;Langmannersdorf;AT;Niederösterreich;Traisental;+43 2784 2434;;ÖWM-Betriebssuche
Brenner Ingrid;Kurze Zeile 12;2212;Großengersdorf;AT;Niederösterreich;Weinviertel;+43 2245 88528;weinbau.brenner@aon.at;ÖWM-Betriebssuche
Brenninger Josef;Groß Stelzendorf 72;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;+43 676 3203846;jbrenninger@aon.at;ÖWM-Betriebssuche
Bretz;Vohburgerstraße 38;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 664 2032923;wein@bretzjoerg.com;ÖWM-Betriebssuche
Breyer (Hauptstrasse);Hauptstrasse 19;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 89733;;ÖWM-Betriebssuche
Breyer (Rohrgasse);Rohrgasse 18;2500;Baden;AT;Niederösterreich;Thermenregion;+43 650 8645306;office@weingut-breyer.at;ÖWM-Betriebssuche
Brindlmayer Karl;Wachaustrasse 23;3133;Traismauer;AT;Niederösterreich;Traisental;+43 650 8740080;wein@brindlmayer.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Brodl;Brunnergasse 11;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8658605;stefanie.brodl@gmail.com;ÖWM-Betriebssuche
Bruch;St. Michael Nr. 5;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 699 10101702;office@weingut-bruch.at;ÖWM-Betriebssuche
Bruckberger;Wienerstrasse 1;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62230;;ÖWM-Betriebssuche
Bruckner (Blumenthal);Blumenthal 24;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 88208;karl_bruckner@aon.at;ÖWM-Betriebssuche
Bruckner (Gaiselberg);Gaiselberg 17;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 88665;bruckner@hagel.at;ÖWM-Betriebssuche
Bruckner (Nr.);Nr. 103;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 2523 8744;;ÖWM-Betriebssuche
Bruckner Christoph;Gösting 54;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 676 4744297;bruckner@hagel.at;ÖWM-Betriebssuche
Bruckner GnbR;Gösting 54;2225;Gösting;AT;Niederösterreich;Weinviertel;+43 676 4744297;brucknerman@gmail.com;ÖWM-Betriebssuche
Bruckner Michaela;Wildendürnbach 76;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 2523 20176;bruckner76@aon.at;ÖWM-Betriebssuche
Bruckner Walter;Nr. 1;2225;Gaiselberg;AT;Niederösterreich;Weinviertel;+43 2532 88240;wm.bruckner@gmx.at;ÖWM-Betriebssuche
Brunner;Weinbergweg 301;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 3165;;ÖWM-Betriebssuche
Brunthaler;Seefeldgasse 99;2024;Mailberg;AT;Niederösterreich;Weinviertel;+43 2943 2263;karl.brunthaler@aon.at;ÖWM-Betriebssuche
Brustbauer (Mauternbach);Mauternbach 21;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 2732 86594;brustbauer.wein@gmx.at;ÖWM-Betriebssuche
Brustbauer (Oberloiben);Oberloiben 2;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 699 17261418;maximilian@brustbauer.at;ÖWM-Betriebssuche
Bräutigam;Ameistal 16;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 71772;;ÖWM-Betriebssuche
Brückner;Hausenbach 4;3121;Karlstetten;AT;Niederösterreich;Traisental;+43 2741 8369;;ÖWM-Betriebssuche
Brüger Martina;Haidegasse 4;2135;Altruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 4981517;mimi.1977@gmx.at;ÖWM-Betriebssuche
Bründlmayer;Zwettler Straße 23;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 21720;weingut@bruendlmayer.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Bründlmayer Josef & Philipp;Ortsring 44;3485;Grunddorf;AT;Niederösterreich;Kamptal;+43 2735 5112;office@jpbm.at;ÖWM-Betriebssuche
BRÜNDY Wein Werk Wagram;Neufang 31;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 2738 8735;office@bruendy.at;ÖWM-Betriebssuche
BS Naturfrucht GmbH;Kirchenplatz 10;2120;Wolkersdorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 2245 24678;office@naturfrucht.at;ÖWM-Betriebssuche
Buchart (Hauptstrasse);Hauptstrasse 58;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 664 2154592;wein@buchart58.at;ÖWM-Betriebssuche
Buchart (Wr. Neustädterstrasse);Wr. Neustädterstrasse 36;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;+43 2252 70288;weinbau.buchart@drei.at;ÖWM-Betriebssuche
Buchecker;Weinbergstrasse 11;3494;Gedersdorf;AT;Niederösterreich;Kremstal;+43 664 2322436;office@weingut-buchecker.at;ÖWM-Betriebssuche
Buchegger;Dross 300;3552;Droß;AT;Niederösterreich;Kremstal;+43 2719 30056;buchegger@vorspannhof.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Bucher;Lundenburgerstrasse 55;2193;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 2365;;ÖWM-Betriebssuche
Buchholzer;Hauptstraße 1;3485;Sittendorf;AT;Niederösterreich;Kamptal;+43 664 1512899;info@weinbau-buchholzer.at;ÖWM-Betriebssuche
Buchinger;Margarethenstrasse 28;2431;Enzersdorf an der Fischa;AT;Niederösterreich;Carnuntum;+43 2230 9616;;ÖWM-Betriebssuche
Buchmayer;Pillersdorf 19;2073;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2942 8242;;ÖWM-Betriebssuche
Buchmayer Thomas u. Maria;Pillersdorf Nr. 3;2073;Pillersdorf;AT;Niederösterreich;Weinviertel;+43 650 3536828;office@weingut-buchmayer.at;ÖWM-Betriebssuche
Buder;Wilfersdorferstrasse 15;3434;Tulbing;AT;Niederösterreich;Wagram;+43 2273 7980;;ÖWM-Betriebssuche
Burger (Dörfl);Dörfl 6;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 27265;;ÖWM-Betriebssuche
Burger (Ottenthal);Ottenthal 42;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2334;office@weinbauburger.at;ÖWM-Betriebssuche
Burger (Unterdürnbach);Unterdürnbach 9;3721;Limberg;AT;Niederösterreich;Weinviertel;+43 2958 88221;gerhard.burger@gmx.at;ÖWM-Betriebssuche
Burger (Zeiselberg);Zeiselberg 18;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2584;office@burgerwein.at;ÖWM-Betriebssuche
Burger Johannes;Kalladorf 68;2042;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 664 1045522;info@weingut-burger.at;ÖWM-Betriebssuche
Burgstaller (Heiligensteinstrasse);Heiligensteinstrasse 5;3561;Zöbing;AT;Niederösterreich;Kamptal;+43 2734 2234;;ÖWM-Betriebssuche
Burgstaller (Weinbergweg);Weinbergweg 2;3562;Mollands;AT;Niederösterreich;Kamptal;+43 2733 8341;office@winzerhof-burgstaller.at;ÖWM-Betriebssuche
Buric;Sitzenhart 9;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;+43 2959 2482;;ÖWM-Betriebssuche
Burkhart;Hauptstraße 23;2413;Berg;AT;Niederösterreich;Carnuntum;+43 2143 2237;gasthaus-burkhart@hotmail.com;ÖWM-Betriebssuche
Bäckerei & Weinbau Josef Salomon;Hauptstrasse 71;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2271;salomon@brotwein.at;ÖWM-Betriebssuche
Bärnhof;Schlossbergstrasse 1;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 3390;johann.wuerger@aon.at;ÖWM-Betriebssuche
Bärnthaler;Stuchsengasse 15;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;+43 2162 66520;;ÖWM-Betriebssuche
Bäuerl (Oberloiben);Oberloiben 28;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 664 4440620;wein@baeuerl.at;ÖWM-Betriebssuche
Bäuerl (Weinbergstrasse);Weinbergstrasse 16;3610;Joching;AT;Niederösterreich;Wachau;+43 2715 2381;baeuerl@aon.at;ÖWM-Betriebssuche
Böck (Badenerstrasse);Badenerstrasse 4;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 88941;office@weingut-boeck.at;ÖWM-Betriebssuche
Böck (Eichenbrunn);Eichenbrunn 33;2152;Eichenbrunn;AT;Niederösterreich;Weinviertel;+43 2525 6700;bm56bi@gmx.at;ÖWM-Betriebssuche
Böck (Nr.);Nr. 68;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 664 4846977;b.boeck@a1.net;ÖWM-Betriebssuche
Böck (Patzmannsdorf);Patzmannsdorf 209;2153;Stronsdorf;AT;Niederösterreich;Weinviertel;;weinbauboeck@a1.net;ÖWM-Betriebssuche
Böck (Weissenkirchen);Weissenkirchen 109;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 21372;;ÖWM-Betriebssuche
Böck Familie;Hauptstraße 24;3730;Burgschleinitz-Kühnring;AT;Niederösterreich;Weinviertel;+43 2984 2684;edelstahl.boeck@aon.at;ÖWM-Betriebssuche
Böheim;Hauptstrasse 38 & 40;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8859;wein@gut-boeheim.at;ÖWM-Betriebssuche
Böhmer;Dürnstein 22;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2711 239;weinbau.boehmer@aon.at;ÖWM-Betriebssuche
Bös;Stützenhofen 8;2165;Drasenhofen;AT;Niederösterreich;Weinviertel;+43 2554 288;;ÖWM-Betriebssuche
Böswirth;Windisch Baumgartner Straße 16;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 664 3002276;boeswirthfranz97@aon.at;ÖWM-Betriebssuche
Bürlein-Tauber;Weitenbergweg 107;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2747;christian.tauber@weissenkirchen-wachau.at;ÖWM-Betriebssuche
Carda;Alte Laaerstraße 1;2134;Staatz;AT;Niederösterreich;Weinviertel;;carda_lukas@hotmail.com;ÖWM-Betriebssuche
Carnuntumgut;Langegasse 18;2404;Petronell-Carnuntum;AT;Niederösterreich;Carnuntum;+43 676 3225840;fam.reinschedl@aon.at;ÖWM-Betriebssuche
Ceidl;Wienerstrasse 35;2500;Baden;AT;Niederösterreich;Thermenregion;+43 2252 86577;;ÖWM-Betriebssuche
Ceidl Bernhard;Vöslauerstrasse 15;2500;Baden;AT;Niederösterreich;Thermenregion;+43 664 2305474;weingut@ceidl.at;ÖWM-Betriebssuche
Charly Rol;Presslgraben 14;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 699 19277193;charlyrol@ymail.com;ÖWM-Betriebssuche
Chateau Kierling;Hauptstraße 252;3400;Kierling;AT;Niederösterreich;Wagram;+43 676 4190253;info@chateaukierling.at;ÖWM-Betriebssuche
Christandl;Unterer Markt 5;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 2783 8837;;ÖWM-Betriebssuche
Christen (Große Zeile);Große Zeile 16;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 3819265;office@weingutchristen.at;ÖWM-Betriebssuche
Christen (Oberhoferstr.);Oberhoferstr. 48;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 5134;weinbau.christen@gmx.at;ÖWM-Betriebssuche
Christian Steiner;Josefsplatz 6/14;2500;Baden;AT;Niederösterreich;Thermenregion;+43 664 7995989;christian@steiner-wein.at;ÖWM-Betriebssuche
Christian Zillner;Schönbergneustift 7;3562;Schönberg;AT;Niederösterreich;Kamptal;+43 2733 8436;christianzillner@aon.at;ÖWM-Betriebssuche
Christina & Rainer Wess;Unterloiben 6;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 660 2202101;hallo@wess.co.at;ÖWM-Betriebssuche
Christoph Donabaum;Laaben 16;3620;Spitz;AT;Niederösterreich;Wachau;+43 660 1909911;office@weindonabaum.at;ÖWM-Betriebssuche
Christoph Grabner;Hauptstraße 43;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 89603;info@weingutgrabner.at;ÖWM-Betriebssuche
Christoph Hoch;Schlosssteig 3;3506;Hollenburg;AT;Niederösterreich;Kremstal;+43 660 6562567;hollenburg@christoph-hoch.at;ÖWM-Betriebssuche
Cobaneshof;Weinstrasse 37;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 2734 2564;office@cobaneshof.at;ÖWM-Betriebssuche
Czermak;Nr. 220;2162;Falkenstein;AT;Niederösterreich;Weinviertel;;czermakhanspeter@gmail.com;ÖWM-Betriebssuche
Czipin;Obere Hauptstrasse 4;3552;Stratzing;AT;Niederösterreich;Kremstal;+43 2719 8136;;ÖWM-Betriebssuche
Dachauer Hannes;Am Raiffeisenplatz 9;2523;Tattendorf;AT;Niederösterreich;Thermenregion;+43 2253 81293;dachauer.johannes@gmx.at;ÖWM-Betriebssuche
Daffert;Roggendorf 23;3730;Röschitz;AT;Niederösterreich;Weinviertel;+43 2984 4745;office@winzerhofdaffert.com;ÖWM-Betriebssuche
Dam;Kellergasse am Eichberg;3133;Hilpersdorf;AT;Niederösterreich;Traisental;+43 676 9185321;office@weingut-dam.at;ÖWM-Betriebssuche
Daniel Schrammel;Franz Holzer-Straße 7;2120;Wolkersdorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 660 6946526;daniel@alternativwein.at;ÖWM-Betriebssuche
Danzinger Feiler Wein;Wienerstraße 10;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 664 73900817;r.danzinger@aon.at;ÖWM-Betriebssuche
Daschl;Weinstrasse 29;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 2734 32249;weingut@daschl.at;ÖWM-Betriebssuche
Daschütz Christoph;Mitterstockstall 38;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2443;weingut@daschuetz.at;ÖWM-Betriebssuche
Dastl;Siedlung 15;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 2982;;ÖWM-Betriebssuche
Daurer-Schodl;Brunngasse 12;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 2346;;ÖWM-Betriebssuche
Degn;Sommerzeile 22;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 2574 2269;;ÖWM-Betriebssuche
Degn.wein;Parkstraße 26;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 8600333;wein@degn.at;ÖWM-Betriebssuche
Deim Agrar KG;Sonndorf 6;3730;Burgschleinitz-Kühnring;AT;Niederösterreich;Weinviertel;+43 677 61295898;biohof.deim@outlook.at;ÖWM-Betriebssuche
Deimel;Pointstraße 6;3131;Inzersdorf-Getzersdorf;AT;Niederösterreich;Traisental;+43 2782 85497;kontakt@weindeimel.at;ÖWM-Betriebssuche
Deissenberger (Braunsdorferstraße);Braunsdorferstraße 27;3500;Egelsee;AT;Niederösterreich;Kremstal;+43 664 4283347;f.deissenberger@aon.at;ÖWM-Betriebssuche
Deissenberger (Kremserstrasse);Kremserstrasse 11;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 41351;;ÖWM-Betriebssuche
Demeter Weingut Matthias Hager;Weinstraße 45;3562;Schönberg am Kamp;AT;Niederösterreich;Kamptal;+43 2733 8283;wein@hagermatthias.at;ÖWM-Betriebssuche
Demmer;Schubertgasse 3;2242;Prottes;AT;Niederösterreich;Weinviertel;+43 699 11070492;demmer.ingrid@aon.at;ÖWM-Betriebssuche
Denk (Am Wenzelberg);Am Wenzelberg 2;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 2473;weinhof-denk@aon.at;ÖWM-Betriebssuche
